conf,wide,sum_sim,sum_obs,rms_obs,max_sim,max_obs,sum_fit_sim,sum_fit_obs,errl_fit_sim,errh_fit_sim,errl_fit_obs,errh_fit_obs,sum_mask10_sim,sum_mask10_obs,sum_mask50_sim,sum_mask50_obs,conf_,wide_
conf1,2.9mrs0,25.0,25.284469604492188,0.00013704703652785204,1.0,0.717534065246582,,,,,,,25.0,22.962919235229492,25.0,13.323237419128418,1.0,2.9
conf1,5.7mrs0,109.0,111.11380767822266,0.0003600303389709673,1.0,1.721262812614441,,,,,,,109.0,101.92364501953125,109.0,62.87575149536133,1.0,5.7
conf1,8.6mrs0,241.0,240.72555541992188,0.00042295606353088275,1.0,1.913190484046936,,,,,,,241.0,229.23883056640625,241.0,165.48019409179688,1.0,8.6
conf1,11.4mrs0,437.0,435.1754455566406,0.0007509355432990056,1.0,2.067361831665039,,,,,,,437.0,421.6036682128906,437.0,333.86041259765625,1.0,11.4
conf1,14.2mrs0,673.0,663.545166015625,0.0008269712648565594,1.0,2.0218162536621094,,,,,,,673.0,649.1058349609375,673.0,547.2265014648438,1.0,14.2
conf1,17.1mrs0,981.0,960.108154296875,0.001117340516261735,1.0,2.0147693157196045,,,,,,,981.0,943.8035278320312,981.0,819.164306640625,1.0,17.1
conf1,19.9mrs0,1353.0,1309.653076171875,0.0015148411069303641,1.0,2.035106897354126,,,,,,,1353.0,1292.3896484375,1353.0,1156.2542724609375,1.0,19.9
conf1,22.8mrs0,1757.0,1622.4354248046875,0.0024149478493307617,1.0,1.9133189916610718,,,,,,,1757.0,1611.6591796875,1757.0,1464.17529296875,1.0,22.8
conf1,25.7mrs0,2217.0,1964.9271240234375,0.003514018390314497,1.0,1.8128632307052612,,,,,,,2217.0,1957.1263427734375,2217.0,1811.861328125,1.0,25.7
conf1,28.5mrs0,2733.0,2349.4072265625,0.004148747843278478,1.0,1.7921183109283447,,,,,,,2733.0,2343.7509765625,2733.0,2187.3056640625,1.0,28.5
conf1,31.4mrs0,3313.0,2821.26416015625,0.004172654338850221,1.0,1.7906818389892578,,,,,,,3313.0,2815.90087890625,3313.0,2635.977294921875,1.0,31.4
conf1,34.2mrs0,3945.0,3305.835205078125,0.004863696525076857,1.0,1.802205204963684,,,,,,,3945.0,3299.45849609375,3945.0,3107.15185546875,1.0,34.2
conf1,37.1mrs0,4637.0,3318.00341796875,0.007532858567936926,1.0,1.6428025960922241,,,,,,,4637.0,3315.080810546875,4637.0,3143.85986328125,1.0,37.1
conf1,39.9mrs0,5377.0,2638.779296875,0.01295502781317496,1.0,1.3589683771133423,,,,,,,5377.0,2630.287109375,5377.0,2523.40087890625,1.0,39.9
conf1,42.8mrs0,6149.0,1936.9681396484375,0.018463702982754612,1.0,1.1635003089904785,,,,,,,6149.0,1792.48681640625,6149.0,1721.79248046875,1.0,42.8
